Word	POS	Verified	Category	Canonical Name	WNet SenseKey	WN30 Synset	KM30 Name	WN2.0 Synset	KM20 Name	WordNet gloss	WordNet example usage
mock	v	y			mock%2:32:00::	200849080	mock_v1	200821494	mock_v1	treat with contempt;	The new constitution mocks all democratic principles
mock	adj	y			mock%5:00:00:counterfeit:00	301117823	mock_s1	301075188	mock_s1	constituting a copy or imitation of something;	boys in mock battle
mode	n			way	mode%1:07:00::	104928903	way_n1	104679683	way_n1	how something is done or how it happens;	her dignified manner; his rapid manner of talking; their nomadic mode of existence; in the characteristic New York style; a lonely way of life; in an abrasive fashion
model	v	okay	act		model%2:36:02::	201743784	pattern_v1	201694597	pattern_v1	plan or create according to a model or models	
modem	n			modem	modem%1:06:00::	103777754	modem_n1	103636284	modem_n1	(from a combination of MOdulate and DEModulate) electronic equipment consisting of a device used to connect computers by a telephone line	
moderate	adj				moderate%3:00:00::	301531375	moderate_a1	301480156	moderate_a1	being within reasonable or average limits; not excessive or extreme;	moderate prices; a moderate income; a moderate fine; moderate demands; a moderate estimate; a moderate eater; moderate success; a kitchen of moderate size; the X-ray showed moderate enlargement of the heart
moderately	r				moderately%4:02:00::	400035718	pretty_r1	400036843	fairly_r1	to a moderately sufficient extent or degree;	pretty big; pretty bad; jolly decent of him; the shoes are priced reasonably; he is fairly clever with computers
modern	adj				modern%3:00:00::	301535709	modern_a1	301484687	modern_a1	belonging to the modern era; since the Middle Ages;	modern art; modern furniture; modern history; totem poles are modern rather than prehistoric
modest	adj				modest%3:00:02::	301539225	modest_a1	301488218	modest_a1	marked by simplicity; having a humble opinion of yourself;	a modest apartment; too modest to wear his medals
modification	n	okay	nom	modification	modification%1:04:00::	100199707	adjustment_n2	100189089	adjustment_n2	the act of making something different (as e.g. the size of a garment)	
modify	v				modify%2:30:00::	200169806	modify_v1	200163320	modify_v1	make less severe or harsh or extreme;	please modify this letter to make it more polite; he modified his views on same-gender marriage
module	n			module	module%1:09:00::	105650329	faculty_n1	105325039	faculty_n1	one of the inherent cognitive or perceptual powers of the mind	
Mohave	n			Mohave	mohave%1:18:00::	109661543	Mojave_n1	109052576	Mojave_n1	a member of the North American Indian people formerly living in the Colorado river valley in Arizona and Nevada and California	
moist	adj	okay	quality		moist%5:00:00:wet:01	302548820	damp_s1	302458958	damp_s1	slightly wet;	clothes damp with perspiration; a moist breeze; eyes moist with tears
moisten	v				moisten%2:30:00::	200217956	moisten_v1	200210487	moisten_v1	make moist;	The dew moistened the meadows
moisture	n	okay	subst	moisture	moisture%1:26:00::	114535431	moisture_n1	113706591	moisture_n1	wetness caused by water;	drops of wet gleamed on the window
Mojave	n			Mohave	mojave%1:18:00::	109661543	Mojave_n1	109052576	Mojave_n1	a member of the North American Indian people formerly living in the Colorado river valley in Arizona and Nevada and California	
molar	n			molar	molar%1:08:00::	105307773	molar_n1	105002122	molar_n1	grinding tooth with a broad crown; located behind the premolars	
mold	v	y			mold%2:36:02::	201697027	mold_v1	201648594	mold_v1	form in clay, wax, etc;	model a head with clay
mold	n	y		mold (solid form)	mold%1:25:00::	113913566	mold_n1	113125107	mold_n1	the distinctive form in which a thing is made;	pottery of this cast was found throughout the region
mold	n	y		mold (fungus)	mold%1:20:00::	113077033	mold_n5	112326576	mold_n5	a fungus that produces a superficial growth on various kinds of damp or decaying organic matter	
molded	adj	y			molded%5:00:00:formed:00	302149787	shaped_s1	302078799	shaped_s1	shaped to fit by or as if by altering the contours of a pliable mass (as by work or effort);	a shaped handgrip; the molded steel plates; the wrought silver bracelet
Moldova	n			Moldova	moldova%1:15:00::	109014586	Moldova_n1	108455781	Moldova_n1	a landlocked republic in eastern Europe; formerly a European soviet but achieved independence in 1991	
moldy	adj				moldy%5:00:00:stale:00	301070088	musty_s1	301025049	musty_s1	covered with or smelling of mold;	moldy bread; a moldy (or musty) odor
mole	n	y		mole (metric weight unit)	mole%1:23:00::	113724081	mol_n1	112950880	mole_n1	the molecular weight of a substance expressed in grams; the basic unit of amount of substance adopted under the Systeme International d'Unites	
mole	n	y		mole (blemish)	mole%1:07:00::	104693804	mole_n4	104498880	mole_n4	a small congenital pigmented spot on the skin	
mole	n	y		mole (mammal)	mole%1:05:00::	101889520	mole_n6	101808461	mole_n6	small velvety-furred burrowing mammal having small eyes and fossorial forefeet	
molecular	adj				molecular%3:01:00::	302900700	molecular_a1	302763067	molecular_a1	relating to or produced by or consisting of molecules;	molecular structure; molecular oxygen; molecular weight is the sum of all the atoms in a molecule
molecule	n	okay	obj	molecule	molecule%1:27:00::	114682133	molecule_n1	113842164	molecule_n1	(physics and chemistry) the simplest structural unit of an element or compound	
molehill	n			molehill	molehill%1:17:00::	109357346	molehill_n1	108771191	molehill_n1	a mound of earth made by moles while burrowing	
mollusc	n			mollusk	mollusc%1:05:00::	101940736	mollusc_n1	101858588	mollusc_n1	invertebrate having a soft unsegmented body usually enclosed in a shell	
mollusk	n			mollusk	mollusk%1:05:00::	101940736	mollusc_n1	101858588	mollusc_n1	invertebrate having a soft unsegmented body usually enclosed in a shell	
molly	n			molly	molly%1:05:00::	101449980	molly_n1	101373783	molly_n1	popular aquarium fish	
molt	v				molt%2:29:00::	200009147	molt_v1	200008853	molt_v1	cast off hair, skin, horn, or feathers;	our dog sheds every Spring
molten	adj				molten%5:00:00:melted:00	301506526	molten_s1	301456264	molten_s1	reduced to liquid form by heating;	a mass of molten rock
mom	n			ma	mom%1:18:00::	110278128	ma_n1	109614989	ma_n1	informal terms for a mother	
moment	n	okay	time	moment	moment%1:28:00::	115244650	moment_n1	114383479	moment_n1	a particular point in time;	the moment he arrived the party began
momentum	n			momentum	momentum%1:07:00::	105035820	momentum_n1	104766921	momentum_n1	an impelling force or strength;	the car's momentum carried it off the road
Mon	n			Monday	mon%1:28:00::	115163979	Monday_n1	114304928	Monday_n1	the second day of the week; the first working day	
Monaco	n			Monaco	monaco%1:15:00::	108967868	Monaco_n1	108411730	Monaco_n1	a constitutional monarchy in a tiny enclave on the French Riviera	
monarch	n			sovereign	monarch%1:18:00::	110628644	sovereign_n1	109935605	sovereign_n1	a nation's ruler or head of state usually by hereditary right	
monastery	n			monastery	monastery%1:06:00::	103781244	monastery_n1	103639684	monastery_n1	the residence of a religious community	
Monday	n			Monday	monday%1:28:00::	115163979	Monday_n1	114304928	Monday_n1	the second day of the week; the first working day	
money	n			money	money%1:21:00::	113384557	money_n1	112626498	money_n1	the most common medium of exchange; functions as legal tender;	we tried to collect the money he owed us
Mongolia	n			Mongolia	mongolia%1:15:00::	108968879	Mongolia_n1	108412705	Mongolia_n1	a landlocked socialist republic in central Asia	
Mongolian	n			Mongolian	mongolian%1:18:00::	109644152	Mongol_n1	109035871	Mongol_n1	a member of the nomadic peoples of Mongolia	
mongoose	n			mongoose	mongoose%1:05:00::	102137549	mongoose_n1	102053351	mongoose_n1	agile grizzled Old World viverrine; preys on snakes and rodents	
monitor	v	y			monitor%2:39:00::	202163301	monitor_v1	202101646	monitor_v1	keep tabs on; keep an eye on; keep under surveillance;	we are monitoring the air quality; the police monitor the suspect's moves
monitor	n	y		monitor	monitor%1:06:02::	103782190	monitor_n4	103640598	monitor_n1	display produced by a device that takes signals and displays them on a television screen or a computer monitor	
monk	n			monk	monk%1:18:00::	110112129	monk_n1	109463455	monk_n1	a male religious living in a cloister and devoting himself to contemplation and prayer and work	
monkey	n			monkey	monkey%1:05:00::	102484322	monkey_n1	102395502	monkey_n1	any of various long-tailed primates (excluding the prosimians)	
monocot	n			monocot	monocot%1:20:00::	111668117	endogen_n1	110923161	endogen_n1	a monocotyledonous flowering plant; the stem grows by deposits on its inside	
monomer	n			monomer	monomer%1:27:00::	114682963	monomer_n1	113842958	monomer_n1	a simple compound whose molecules can join together to form polymers	
monosaccharide	n			monosaccharide	monosaccharide%1:27:00::	114954284	simple_sugar_n1	114103894	simple_sugar_n1	a sugar (like sucrose or fructose) that does not hydrolyse to give other sugars; the simplest group of carbohydrates	
monotreme	n			monotreme	monotreme%1:05:00::	101871875	monotreme_n1	101791036	monotreme_n1	the most primitive mammals comprising the only extant members of the subclass Prototheria	
monoxide	n			monoxide	monoxide%1:27:00::	114954601	monoxide_n1	114104211	monoxide_n1	an oxide containing just one atom of oxygen in the molecule	
Monroe	n			Monroe	monroe%1:18:01::	111186207	Monroe_n1	110461043	Monroe_n1	United States film actress noted for sex appeal (1926-1962)	
monster	n			monster	monster%1:18:02::	109491966	monster_n1	108892875	monster_n1	an imaginary creature usually having various human and animal parts	
Montana	n			Montana	montana%1:15:00::	109108164	MT_n3	108542668	MT_n2	a state in northwestern United States on the Canadian border	
montane	adj				montane%3:01:00::	302890874	montane_a1	302754418	montane_a1	of or inhabiting mountainous regions;	montane flowers
monte	n			monte	monte%1:04:00::	100493031	monte_n1	100467740	monte_n1	a gambling card game of Spanish origin; 3 or 4 cards are dealt face up and players bet that one of them will be matched before the others as the cards are dealt from the pack one at a time	
Montenegro	n			Montenegro	montenegro%1:15:00::	108817235	Crna_Gora_n1	108273084	Crna_Gora_n1	a former country bordering on the Adriatic Sea; now part of the Union of Serbia and Montenegro	
month	n	okay	time	month	month%1:28:01::	115209413	month_n1	114348156	month_n1	one of the twelve divisions of the calendar year;	he paid the bill last month
monthly	adj	okay	time		monthly%5:00:00:periodic:00	301969707	monthly_s1	302527569	monthly_a1	of or occurring or payable every month;	monthly payments; the monthly newsletter
monument	n			monument	monument%1:06:00::	103743902	monument_n1	103604099	monument_n1	a structure erected to commemorate persons or events	
moo	v				moo%2:32:00::	201055018	moo_v1	201021252	moo_v1	make a low noise, characteristic of bovines	
mood	n			mood	mood%1:12:00::	107551052	mood_n1	107085430	mood_n1	a characteristic (habitual or relatively temporary) state of feeling;	whether he praised or cursed me depended on his temper at the time; he was in a bad humor
moody	adj				moody%5:00:00:ill-natured:00	301137378	sullen_s1	301095078	sullen_s1	showing a brooding ill humor;	a dark scowl; the proverbially dour New England Puritan; a glum, hopeless shrug; he sat in moody silence; a morose and unsociable manner; a saturnine, almost misanthropic young genius- Bruce Bliven; a sour temper; a sullen crowd
moon	n	okay	obj	moon	moon%1:17:01::	109358358	moon_n1	108772174	moon_n1	the natural satellite of the Earth;	the average distance to the Moon is 384,400 kilometers; men first stepped on the moon in 1969
moonbeam	n			moonbeam	moonbeam%1:19:00::	111484861	moon-ray_n1	110744089	moon-ray_n1	a ray of moonlight	
moonlight	n			moonlight	moonlight%1:19:00::	111484975	moonlight_n1	110744203	moonlight_n1	the light of the Moon;	moonlight is the smuggler's enemy; the Moon was bright enough to read by
moonshine	v				moonshine%2:30:00::	200228858	moonshine_v1	200221285	moonshine_v1	distill (alcohol) illegally; produce moonshine	
moor	v				moor%2:35:01::	201305542	moor_v1	201266528	moor_v1	secure in or as if in a berth or dock;	tie up the boat
moose	n			elk	moose%1:05:00::	102432983	elk_n1	102345318	elk_n1	large northern deer with enormous flattened antlers in the male; called `elk' in Europe and `moose' in North America	
mop	v	y			mop%2:35:01::	201393339	mop_v1	201352869	mop_v1	to wash or wipe with or as if with a mop;	Mop the hallway now; He mopped her forehead with a towel
mop	n	y		mop	mop%1:06:00::	104367480	mop_n1	104198366	mop_n1	cleaning implement consisting of absorbent material fastened to a handle; for cleaning floors	
mope	v				mope%2:38:00::	201918669	mope_v1	201862683	mope_v1	move around slowly and aimlessly	
moraine	n			moraine	moraine%1:17:00::	109358907	moraine_n1	108772696	moraine_n1	accumulated earth and stones deposited by a glacier	
moral	adj					301548925	moralistic_s1	302730835	moral_a1	narrowly and conventionally moral	
morality	n			morality	morality%1:07:00::	104846770	morality_n1	104614989	morality_n1	concern with the distinction between good and evil or right and wrong; right or good conduct	
morbid	adj				morbid%5:00:00:unwholesome:00	302559862	morbid_s1	302469269	morbid_s1	suggesting an unhealthy mental state;	morbid interest in death; morbid curiosity
morbidly	r				morbidly%4:02:00::	400403667	morbidly_r1	400407617	morbidly_r1	in a morbid manner or to a morbid degree;	he was morbidly fascinated by dead bodies
more	r	okay	comp		more%4:02:01::	400099712	more_r2	400100806	more_r2	comparative of much; to a greater degree or extent;	he works more now; they eat more than they should
morning	n	okay	time	morning	morning%1:28:00::	115165289	morning_n1	114306192	morning_n1	the time period between dawn and noon;	I spent the morning running errands
morocco	n			morocco	morocco%1:27:00::	114763059	morocco_n2	113920676	morocco_n2	a soft pebble-grained leather made from goatskin; used for shoes and book bindings etc.	
mortality	n			mortality	mortality%1:07:00::	105055974	mortality_n1	104782853	mortality_n1	the quality or state of being mortal	
mortar	v				mortar%2:35:00::	201362291	mortar_v1	201322327	mortar_v1	plaster with mortar;	mortar the wall
morula	n			morula	morula%1:05:00::	101462803	morula_n1	101386158	morula_n1	a solid mass of blastomeres that forms when the zygote splits; develops into the blastula	
mosaic	n			mosaic	mosaic%1:06:00::	103787759	mosaic_n1	103645878	mosaic_n1	art consisting of a design made of small pieces of colored stone or glass	
mosque	n			mosque	mosque%1:06:00::	103788195	mosque_n1	103646282	musjid_n1	(Islam) a Muslim place of worship that usually has a minaret	
mosquito	n			mosquito	mosquito%1:05:00::	102200198	mosquito_n1	102115207	mosquito_n1	two-winged insect whose female has a long proboscis to pierce the skin and suck the blood of humans and animals	
mosquitofish	n			mosquitofish	mosquitofish%1:05:00::	101449374	mosquitofish_n1	101373177	mosquitofish_n1	silvery topminnow with rows of black spots of tropical North America and West Indies; important in mosquito control	
moss	n			moss	moss%1:20:00::	111537506	moss_n1	110793392	moss_n1	tiny leafy-stemmed flowerless plants	
most	r	okay	comp		most%4:02:00::	400111609	most_r1	400113489	most_r1	used to form the superlative;	the king cobra is the most dangerous snake
mostly	r	okay	adv		mostly%4:02:00::	400006105	largely_r1	400005750	largely_r1	in large part; mainly or chiefly;	These accounts are largely inactive
moth	n			moth	moth%1:05:00::	102283201	moth_n1	102197762	moth_n1	typically crepuscular or nocturnal insect having a stout body and feathery or hairlike antennae	
mother	n	okay	human	mother	mother%1:18:00::	110332385	mother_n1	109663987	mother_n1	a woman who has given birth to a child (also used as a term of address to your mother);	the mother of three children
motile	adj				motile%5:00:00:mobile:00	301523567	motile_s1	301473350	motile_s1	(of spores or microorganisms) capable of movement	
motility	n			motility	motility%1:07:00::	104773761	motility_n1	104558915	motility_n1	ability to move spontaneously and independently	
motion	n	okay	nom	motion	motion%1:11:00::	107309781	movement_n3	106861102	motion_n1	a natural event that involves a change in the position or location of something	
motivate	v				motivate%2:36:00::	201649999	prompt_v1	201603134	prompt_v1	give an incentive for action;	This moved me to sacrifice my career
motivation	n			motive	motivation%1:03:00::	100023773	motive_n1	100021213	motive_n1	the psychological feature that arouses an organism to action toward a desired goal; the reason for the action; that which gives purpose and direction to behavior;	we did not understand his motivation; he acted with the best of motives
motive	n			motive	motive%1:03:00::	100023773	motive_n1	100021213	motive_n1	the psychological feature that arouses an organism to action toward a desired goal; the reason for the action; that which gives purpose and direction to behavior;	we did not understand his motivation; he acted with the best of motives
motivity	n			locomotion	motivity%1:07:00::	104773596	motivity_n1	104558786	motivity_n1	the power or ability to move	
motor	n	y		motor	motor%1:06:00::	103789946	motor_n1	103647935	motor_n1	machine that converts other forms of energy into mechanical energy and so imparts motion	
motorbike	n			motorbike	motorbike%1:06:00::	103769722	minibike_n1	103628589	minibike_n1	small motorcycle with a low frame and small wheels and elevated handlebars	
motorboat	n			motorboat	motorboat%1:06:00::	103790230	powerboat_n1	103648201	powerboat_n1	a boat propelled by an internal-combustion engine	
motorized	adj	y			motorized%3:00:00::	301559484	motored_a1	301508723	motored_a1	equipped with a motor or motors;	a motorized wheelchair
motorway	n			freeway	motorway%1:06:00::	103306610	freeway_n1	103186574	freeway_n1	a broad highway designed for high-speed traffic	
mottle	v				mottle%2:36:00::	201696135	mottle_v1	201647702	mottle_v1	mark with spots or blotches of different color or shades of color as if stained	
mould	v				mould%2:36:02::	201697027	mold_v1	201648594	mold_v1	form in clay, wax, etc;	model a head with clay
mound	n			mound	mound%1:06:01::	103792334	mound_n1	103650211	mound_n1	(baseball) the slight elevation on which the pitcher stands	
mount	v	y			mount%2:30:01::	200407633	mount_v3	200395465	mount_v3	fix onto a backing, setting, or support;	mount slides for macroscopic analysis
mount	n	y		mountain	mount%1:17:00::	109359803	mountain_n1	108773393	mountain_n1	a land mass that projects well above its surroundings; higher than a hill	
mountain	n	okay	obj	mountain	mountain%1:17:00::	109359803	mountain_n1	108773393	mountain_n1	a land mass that projects well above its surroundings; higher than a hill	
mountaineering	n			mountaineering	mountaineering%1:04:00::	100325785	mountaineering_n1	100311205	mountaineering_n1	the activity of climbing a mountain	
mountainside	n			mountainside	mountainside%1:17:00::	109361517	mountainside_n1	108774930	mountainside_n1	the side or slope of a mountain;	conifer forests cover the eastern versant
mounted	adj	y				300158701	affixed_a1	300164235	affixed_a1	firmly attached;	the affixed labels
mourn	v				mourn%2:37:00::	201797051	mourn_v1	201744783	mourn_v1	feel sadness;	She is mourning her dead child
mouse	n	okay	animal	mouse	mouse%1:05:00::	102330245	mouse_n1	102244530	mouse_n1	any of numerous small rodents typically resembling diminutive rats having pointed snouts and small ears on elongated bodies with slender usually hairless tails	
moustache	n			mustache	moustache%1:08:00::	105262185	mustache_n1	104959125	mustache_n1	an unshaved growth of hair on the upper lip;	he looked younger after he shaved off his mustache
mouth	n	okay	bpart	mouth	mouth%1:08:01::	105302499	mouth_n1	104997478	mouth_n1	the opening through which food is taken in and vocalizations emerge;	he stuffed his mouth with candy
mouthful	n			mouthful	mouthful%1:23:00::	113768343	mouthful_n1	112991945	mouthful_n1	the quantity that can be held in the mouth	
mouthpart	n			mouthpart	mouthpart%1:05:00::	101768808	mouthpart_n1	101689113	mouthpart_n1	any part of the mouth of an insect or other arthropod especially one adapted to a specific way of feeding	
movable	adj				movable%5:00:00:portable:00	301526062	movable_s1	301475462	movable_s1	of personal property as opposed to real estate) can be moved from place to place (especially carried by hand	
move	v	okay	act		move%2:38:03::	201835496	go_v1	201782203	go_v1	change location; move, travel, or proceed, also metaphorically;	How fast does your new car go?; We travelled from Rome to Naples by bus; The policemen went from door to door looking for the suspect; The soldiers moved towards the city in an attempt to take it before night fell; news travelled fast
moveable	adj				moveable%5:00:00:mobile:00	301523724	movable_s2	301473471	movable_s2	capable of being moved or conveyed from one place to another	
movement	n	okay	nom	movement	movement%1:04:00::	100331950	movement_n1	100316498	move_n3	a change of position that does not entail a change of location;	the reflex motion of his eyebrows revealed his surprise; movement is a sign of life; an impatient move of his hand; gastrointestinal motility
mover	n			mover	mover%1:18:02::	110336234	mover_n1	109667534	mover_n1	workman employed by a moving company;	the movers were very careful with the grand piano
movie	n			film	movie%1:10:00::	106613686	film_n1	106205452	film_n1	a form of entertainment that enacts a story by sound and a sequence of images giving the illusion of continuous movement;	they went to a movie every Saturday night; the film was shot on location
mow	v				mow%2:35:00::	201319562	mow_v1	201280509	mow_v1	cut with a blade or mower;	mow the grass
mower	n			mower	mower%1:06:00::	103649909	mower_n1	103513699	mower_n1	garden tool for mowing grass on lawns	
Mozambique	n			Mozambique	mozambique%1:15:00::	108971025	Mocambique_n1	108414803	Mocambique_n1	a republic on the southeastern coast of Africa on the Mozambique Channel; became independent from Portugal in 1975	
mph	n			mph	mph%1:28:01::	115280346	miles_per_hour_n1	114416097	miles_per_hour_n1	the ratio of the distance traveled (in miles) to the time spent traveling (in hours)	
much	r	okay	?		much%4:02:00::	400059086	much_r1	400060209	much_r1	to a great degree or extent;	she's much better now
muck	n	y		dung	muck%1:27:01::	114854847	dung_n1	114009291	dung_n1	fecal matter of animals	
mucky	adj				mucky%5:00:00:wet:01	302548066	muddy_s1	302458479	muddy_s1	(of soil) soft and watery;	the ground was boggy under foot; a marshy coastline; miry roads; wet mucky lowland; muddy barnyard; quaggy terrain; the sloughy edge of the pond; swampy bayous
mucous	adj				mucous%3:01:00::	302903593	mucose_a1	302765725	mucose_a1	of or secreting or covered with or resembling mucus;	mucous tissue; mucous glands of the intestine
mucus	n			mucus	mucus%1:08:00::	105415395	mucus_n1	105105062	mucus_n1	protective secretion of the mucus membranes; in the gut it lubricates the passage of food and protects the epithelial cells; in the nose and throat and lungs it can make it difficult for bacteria to penetrate the body through the epithelium	
mud	n			mud	mud%1:27:00::	114956325	mud_n1	114105899	mud_n1	water soaked soil; soft wet earth	
muddle	n			jumble	muddle%1:26:00::	114500567	jumble_n1	113675035	jumble_n1	a confused multitude of things	
muddy	adj	okay	quality		muddy%5:00:00:wet:01	302548066	muddy_s1	302458479	muddy_s1	(of soil) soft and watery;	the ground was boggy under foot; a marshy coastline; miry roads; wet mucky lowland; muddy barnyard; quaggy terrain; the sloughy edge of the pond; swampy bayous
mudslide	n			mudslide	mudslide%1:11:00::	107405579	mudslide_n1	106952310	mudslide_n1	a landslide of mud	
muffle	v	y			muffle%2:39:00::	202191311	damp_v1	202128630	damp_v1	deaden (a sound or noise), especially by wrapping	
muffled	adj	y			muffled%5:00:00:soft:04	301454985	muffled_s1	301405672	muffled_s1	being or made softer or less loud or clear;	the dull boom of distant breaking waves; muffled drums; the muffled noises of the street; muted trumpets
mug	n	y								a cylindrical cup with a handle	
mulch	n			mulch	mulch%1:06:00::	103797896	mulch_n1	103655668	mulch_n1	a protective covering of rotting vegetable matter spread to reduce evaporation and soil erosion	
mule	n			mule	mule%1:05:00::	102390101	mule_n1	102303022	mule_n1	hybrid offspring of a male donkey and a female horse; usually sterile	
mullet	n	y		mullet	mullet%1:05:02::	102601344	mullet_n2	102509955	mullet_n2	freshwater or coastal food fishes a spindle-shaped body; found worldwide	
multicellular	adj				multicellular%5:00:00:cellular:00	300328017	multicellular_s1	300324240	multicellular_s1	consisting of many cells;	multicellular organisms
multinational	adj				multinational%5:00:00:international:00	301569166	transnational_s1	301520591	transnational_s1	involving or operating in several nations or nationalities;	multinational corporations; transnational terrorist networks
multiparous	adj				multiparous%3:00:00::	302475292	multiparous_a1	302387789	multiparous_a1	producing more than one offspring at a time	
multiple	adj				multiple%3:00:00::	302215977	multiple_a1	302140712	multiple_a1	having or involving or consisting of more than one part or entity or individual;	multiple birth; multiple ownership; made multiple copies of the speech; his multiple achievements in public life; her multiple personalities; a pineapple is a multiple fruit
multiplication	n	okay	abs	multiplication	multiplication%1:04:00::	100871576	times_n2	100819767	multiplication_n1	an arithmetic operation that is the inverse of division; the product of two numbers is computed;	the multiplication of four by three gives twelve; four times three equals twelve
multiply	v				multiply%2:31:00::	200641672	multiply_v1	200621145	multiply_v1	combine by multiplication;	multiply 10 by 15
multitude	n			multitude	multitude%1:23:00::	113775093	large_number_n1	112998224	large_number_n1	a large indefinite number;	a battalion of ants; a multitude of TV antennas; a plurality of religions
mum	adj				mum%5:00:00:uncommunicative:00	300501820	silent_s2	300474270	silent_s2	failing to speak or communicate etc when expected to;	the witness remained silent
mumble	v				mumble%2:32:00::	201044533	mutter_v1	201010969	mutter_v1	talk indistinctly; usually in a low voice	
mummy	n			ma	mummy%1:18:00::	110278128	ma_n1	109614989	ma_n1	informal terms for a mother	
mumps	n			mumps	mumps%1:26:00::	114138178	mumps_n1	113332929	mumps_n1	an acute contagious viral disease characterized by fever and by swelling of the parotid glands	
munch	v				munch%2:34:00::	201201693	munch_v1	201165217	munch_v1	chew noisily;	The children crunched the celery sticks
municipal	adj				municipal%3:01:00::	302697452	municipal_a1	302590248	municipal_a1	relating or belonging to or characteristic of a municipality;	municipal government; municipal bonds; a municipal park; municipal transportation
municipality	n			municipality	municipality%1:15:00::	108626283	municipality_n1	108100109	municipality_n1	an urban district having corporate status and powers of self-government	
muntjac	n			muntjac	muntjac%1:05:00::	102434954	muntjac_n1	102347281	muntjac_n1	small Asian deer with small antlers and a cry like a bark	
mural	adj	y			mural%3:01:00::	302879424	mural_a1	302744020	mural_a1	of or relating to walls;	mural painting
mural	n	y		mural	mural%1:06:00::	103799710	mural_n1	103656882	mural_n1	a painting that is applied to a wall surface	
murder	n	y		murder	murder%1:04:00::	100220522	murder_n1	100209353	murder_n1	unlawful premeditated killing of a human being by a human being	
murder	v	y			murder%2:41:00::	202482425	murder_v1	202408144	murder_v1	kill intentionally and with premeditation;	The mafia boss ordered his enemies murdered
murdered	adj	y			murdered%5:00:00:dead:01	300097906	murdered_s1	300102892	murdered_s1	killed unlawfully;	the murdered woman; lay a wreath on murdered Lincoln's bier
murderer	n			murderer	murderer%1:18:00::	110338707	murderer_n1	109669969	murderer_n1	a criminal who commits homicide (who performs the unlawful premeditated killing of another human being)	
murmur	v	y			murmur%2:32:00::	201044114	murmur_v1	201010586	murmur_v1	speak softly or indistinctly;	She murmured softly to the baby in her arms
murmur	n	y		murmur	murmur%1:11:00::	107386920	murmur_n1	106934419	murmur_n1	a low continuous indistinct sound; often accompanied by movement of the lips without the production of articulate speech	
muscle	n	okay	bpart	muscle	muscle%1:08:00::	105289297	muscle_n1	104984763	muscle_n1	one of the contractile organs of the body	
muscular	adj				muscular%3:01:00::	302882570	muscular_a1	302746787	muscular_a1	of or relating to or consisting of muscle;	muscular contraction
muse	v	y			muse%2:31:00::	200630380	reflect_v2	200610468	reflect_v3	reflect deeply on a subject;	I mulled over the events of the afternoon; philosophers have speculated on the question of God for thousands of years; The scientist must stop to observe and start to excogitate
muse	n	y		muse	muse%1:09:00::	105835162	muse_n2	105497836	muse_n2	the source of an artist's inspiration;	Euterpe was his muse
museum	n			museum	museum%1:06:00::	103800563	museum_n1	103657699	museum_n1	a depository for collecting and displaying objects having scientific or historical or artistic value	
mush	n	y		pulp	mush%1:17:00::	109400826	pulp_n1	108810636	pulp_n1	any soft or soggy mass;	he pounded it to a pulp
mushroom	n	y		mushroom	mushroom%1:20:02::	112997919	mushroom_n3	112247724	mushroom_n2	any of various fleshy fungi of the subdivision Basidiomycota consisting of a cap at the end of a stem arising from an underground mycelium	
mushy	adj				mushy%5:00:00:soft:01	301154639	mushy_s1	301113066	mushy_s1	having the consistency of mush	
music	n	okay	abs	music	music%1:10:00::	107020895	music_n1	106591368	music_n1	an artistic form of auditory communication incorporating instrumental or vocal tones in a structured and continuous manner	
musical	adj	okay	quality		musical%3:01:00::	302867783	musical_a1	302734005	musical_a1	characterized by or capable of producing music;	a musical evening; musical instruments
musician	n			musician	musician%1:18:01::	110340312	musician_n1	109671496	musician_n1	someone who plays a musical instrument (as a profession)	
musk	n			musk	musk%1:27:00::	114846646	musk_n1	114001398	musk_n1	an odorous glandular secretion from the male musk deer; used as a perfume fixative	
muskmelon	n			muskmelon	muskmelon%1:20:00::	112164363	muskmelon_n1	111416616	muskmelon_n1	any of several varieties of vine whose fruit has a netted rind and edible flesh and a musky smell	
muskrat	n			muskrat	muskrat%1:05:00::	102338145	muskrat_n2	102252313	muskrat_n2	beaver-like aquatic rodent of North America with dark glossy brown fur	
musky	adj				musky%5:00:00:fragrant:00	301053046	musky_s1	301010718	musky_s1	resembling the smell of musk	
mussel	n			mussel	mussel%1:13:00::	107783550	mussel_n1	107311129	mussel_n1	black marine bivalves usually steamed in wine	
must	md	okay	?								
mustache	n			mustache	mustache%1:08:00::	105262185	mustache_n1	104959125	mustache_n1	an unshaved growth of hair on the upper lip;	he looked younger after he shaved off his mustache
mustached	adj				mustached%5:00:00:unshaven:00	302154334	mustached_s1	302082225	mustached_s1	having a moustache	
mustard	n			mustard	mustard%1:20:00::	111878283	mustard_n1	111131780	mustard_n1	any of several cruciferous plants of the genus Brassica	
muster	v				muster%2:35:02::	201381549	muster_v1	201341445	muster_v1	gather or bring together;	muster the courage to do something; she rallied her intellect; Summon all your courage
mutagen	n			mutagen	mutagen%1:17:00::	109364086	mutagen_n1	108777492	mutagen_n1	any agent (physical or environmental) that can induce a genetic mutation or can increase the rate of mutation	
mutant	n	y		mutant	mutant%1:18:00::	110341660	mutant_n1	109672700	mutant_n1	(biology) an organism that has characteristics resulting from chromosomal alteration	
